customer_text,brand_reply,intent
@AppleSupport fix it!! https://t.co/OnCsHdEM8B,@533000 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_general
"So, @115858, I rly wish there was a way to, not ""move to trash"" a sender, but to completely block one. https://t.co/8sWi8vArbz @AppleSupport",@159980 We like to help you today with email. Let us know what device we are working with and we'll look into this together.,other_general
"@AppleSupport Frequent hanging, app crashes, phone heating up etc",@624017 Thank you for reaching out to us. We'd like to gather more information. Please DM us what apps you've experienced crashing. https://t.co/GDrqU22YpT,device_troubleshooting
@495819 @AppleSupport Any luck to solve the issue with the osinstall.mpkg appears to be missing error message loop ? #macOS #HighSierra #applesupport,@495820  Hello there. We'd like to look in to this with you so you can get back to enjoying your system. Can you send us a DM with the device model and current macOS installed? https://t.co/GDrqU22YpT,other_general
Here goes @115858 with the GAMES messing up my shit after the iPhone X release. I’m not updating my phone no more. 😒,@740334 What kind of issues are you having? We'd love to help out.,other_general
First the stupid “I” problem now the “I.t” problem on iPhone. WTF is going on? @115858,@266449 Let's take a look at this issue together. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.,other_general
@AppleSupport They just stop working or the plastic around the cables just splits!,"@218874 Let's follow up in DM. Send us a message there, and let us know the region you're located in. https://t.co/GDrqU22YpT",other_general
"@AppleSupport OK. let's in English. What do you think? IMessage doesn’t work. Reset, reboot doesn’t t help. https://t.co/RPCpWyS6iY",@442643 We'd love to help. Please tell us which version of iOS you have installed. You'll see this in Settings &gt; General &gt; About.,device_troubleshooting
@AppleSupport I'm just downloading the new iOS 11.1 so hopefully this will fix it?!,@468640 Updating is a great step to take. Let us know what you find when the update is complete &amp; we'll keep working together if needed!,other_general
@AppleSupport I had tried restarting once more - it’s now taken 2 hours to go from an installation estimate of 44 mins to 40 mins remaining :/,@230301 Let's keep an eye on it and please keep us informed.,device_troubleshooting
"@AppleSupport there is always an “!” In the bottom of my pictures, and they won’t download from my iCloud library help",@520258 You've come to the right place for help! Which device model do you have and what's the OS version installed? Steps tried?,account_access
"@AppleSupport I have an i7+ and os11 is the buggiest software ever!  Jurkey, battery sucking, mess!  Stop move to  palace and kill bugs.","@315483 We'd like to see if we can assist. First of all, are you fully up-to-date running iOS 11.0.3?",device_troubleshooting
@AppleSupport Thanks ! That's exactly what I needed.,@190749 It was our pleasure assisting you. Feel free to reach back out if you have any other questions. We're here to help.,other_general
@AppleSupport Am I the only one with mail app bugs since the last iOS update?,"@267001 Hi there, what issues are you having with the Mail app? We’ll be glad to help. Also, which iOS 11 version are you using? You can find that at Settings &gt; General &gt; About",device_troubleshooting
@AppleSupport 11.1.2,@795102 Thanks for confirming this. We'd like to gather some additional details. Let's connect is DM. https://t.co/GDrqU22YpT,other_general
"@AppleSupport what is going on with this last update! All of our phones going crazy. Freezing, rebooting, moving slowly...",@597395 We can help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,device_troubleshooting
i️ gave you top of the line i️ know you miss it baby 🙄,@496167 We've seen the issue you're talking about and we have a workaround for it: https://t.co/xXaXeeSRt9 Did that help?,device_troubleshooting
@115858 stop changing “it” to fucking “I.T” WHEN HAS ANYONE CASUALLY USED “I.T” in their conversation!?!?,@595007 Let's work together to figure out what's happening. Send us a DM with what type of device you're using to start. https://t.co/GDrqU22YpT,device_troubleshooting
How come @115858 releases the iPhone X and my 6S plus goes to shit? I’m about to be #teamAndroid,"@580224 We're happy to help you with your 6s Plus today, meet us in DM and let us know what's going on so we can proceed. https://t.co/GDrqU22YpT",other_general
@AppleSupport Yes that is correct.,"@372961 Is the music showing up on your device content through Apple Music, purchased in the iTunes Store, or tracks on your computer?",other_general
"@AppleSupport since yesterdays update, my phone is dying of glitches and constantly freezing...",@303114 We want to help. Please DM us which iPhone model you are using to continue. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport 2 of 2 asking for bitcions the email address was __email__ can you help please???,@330037 This is an issue for the Apple ID experts. We can point you towards them. Reach out directly here: https://t.co/UJm15vmMM2,other_general
Hey @129913 your @115858 watch app is completely unusable since watchOS4. Wasn’t great before either. Continually crashes. Please fix it,"@565658 We'd like to help. Is the app no longer launching? Let us know. Also, are there any updates for the app in the App Store?",device_troubleshooting
Has anyone with a iphone 6 got burn screen before idk what to do @115858,@816611 That's not the experience we'd want you to have. Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,device_troubleshooting
@442645 @AppleSupport SAMMMMEEEEEE!! I️ can’t stand it.,@442644 Let us help! DM us your exact iOS version. We’ll continue working with you there. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport Can i set up Face ID on iPhone X if i have an eye infection? (conjunctivitis),"@756151 We've got some info we can share to answer your question. Face ID has advanced technology that will actively adapt to your face and any changes. You can read more under the ""Advanced technologies"" section via the following link: https://t.co/w0GFEbuI3a",device_troubleshooting
@AppleSupport Still not working. It still autocorrects we to W.E on my Dutch keyboard in iOS 11.1,@477471 Please DM us so that we can continue to look into this together. https://t.co/GDrqU22YpT,device_troubleshooting
"I thought I was going to escape this epidemic, but my iPhone decided to suck and now whenever I type in “it” I get I.T 🙄. @115858 fix this haha",@798957 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,other_general
@AppleSupport too much to list,"@249502 We can dive into those as-needed. In the meantime, let's meet up in DM so we can go into detail. Thanks. https://t.co/GDrqU22YpT",other_general
"Tweeps &amp; or @AppleSupport HELP! iPhone was charging, went to check it, Nothing, Black. Won't charge or turn on, about to go on a shoot ...",@555657 Try forcing it to start as shown here: https://t.co/o7nB3pXfMv Send us a DM to troubleshoot further if it doesn't come on. https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport iOS 11 is making my phone Run slow removes the text bar in iMessages, my home screen is messed up. Can I go back to 10 ?",@203709 Let’s look into this together. Which iPhone model and iOS 11 version are you using? 11.0.2 is the current version.,device_troubleshooting
"@115858 @AppleSupport I’ve now spent more than 4 hours on calls with Support, and my new X is still the most expensive paperweight I’ve ever owned.",@276144 We'd like to see if we can help you out. What kind of trouble are you having with your iPhone X?,other_general
@AppleSupport Hi! I purchased for ₹63 but it’s never been added to my account! #disappointed,@764010 Thanks for reaching out. Let's look into this further in DM. https://t.co/GDrqU22YpT,other_general
@115858 @AppleSupport this new update #sucks! Please fix asap,@368332 We're here for you. Please provide us some details of what you're experiencing along with the iOS version you're currently using.,other_general
@115858 your new update sucks!  When are you going to take care of the multiple issues???,@692592 Tell us in DM what you're experiencing and we'd be happy to work with you on a solution. https://t.co/GDrqU22YpT,other_general
"@AppleSupport @115858 See, it did it again!",@732345 We have some great news. We've recently released an update which should address the autocorrect issue. You can read more here: https://t.co/xXaXefaskH,other_general
"@AppleSupport followed your advice on support page, updating to latest software doesn’t fix the problem of my Apple Watch falling apart https://t.co/oAoPlJBO8H","@691746 Thanks for taking the time to contact us today. We can definitely offer some guidance, and available options for getting your Apple Watch serviced. Use the link below to join us in DM to start: https://t.co/GDrqU22YpT",other_general
@AppleSupport i ordered an album and never got the confirmation email that i purchased it um wyd,"@511728 For help with purchases, reach out to our iTunes Store team here:  https://t.co/SDIe7UiyJN",repair_order_status
Why every time i type “it” my phone type “I.T” @AppleSupport think you guys have another glitch 🤦🏽‍♂️,@814583 We’d like to take a look at that with you.  Which iOS version are you using?  Please reply in DM. https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport heys guys ios11 is eating my mobile data, never used so much data with @115858 iPhones but this just eats it #ios11",@340195 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,other_general
Yo @115858 @AppleSupport wtf is this I️ I️ I️,@496159 We've seen the issue you're talking about and we have a workaround for it: https://t.co/xXaXeeSRt9 Did that help?,device_troubleshooting
@219064 @219065 @219066 @115858 My headphone jack/charger is super spotty,@219063 We'll be glad to investigate this further. Which device are you using? Have you updated to iOS 11.0.2?,billing_subscription
"@115858 I have a problem, plz respond back as soon as u can",@801426 We are here to help with any of your Apple devices. Let us know a bit about what is happening and we’ll help.,other_general
@AppleSupport fix this “A ?” Text error man,@376183 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_general
"@AppleSupport @AppleSupport to unlock my iPhone, it happened every time. Sorry I took so long to answer, had to buy a new one 😕. The old one says Error 9 when trying to restore. Is there a solution?","@134161 We’ll want to be sure to follow the steps listed here for restore error 9: https://t.co/lMMVPdjGNN 

Let us know if you’re still having issues after completing the steps.",other_general
@AppleSupport I can see in settings networks but i put the passwords and doesn’t connect i tried at home at work,@406832 Were you able to reset all network settings prior to these attempts? Does it provide any other error?,account_access
"Ok I️ didn’t type that, what’s good with iPhone and these question mark boxes? @AppleSupport",@596182 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport dears am really frustrated due to the service provided by your team in UAE, 2nd time am facing issue with my device and they refusing to replace the device and it's still under warranty. this is really unacceptable.I need an immediate action",@258328 We'd like to check into what's going on with your device. DM us more information about what's going on and we'll continue from there: https://t.co/GDrqU22YpT,other_general
@AppleSupport @543788 Can you tell me why everything lags on my phone now after the update?,"@543787 Thank you for reaching out. We are here to help. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT",device_troubleshooting
@AppleSupport Only in sending messages. But it is in my keyboard. See the attached image. https://t.co/129nxl2oPo,@497977 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
@AppleSupport hello! Thanks for all the efforts you make. ♥️ I have an issue with my iPhone 6s and I have already DM’ed you guys. Thanks again :),"@691121 We've got your DM's, and we look forward to working with you there.",other_general
@AppleSupport 11.1.2,@757900 Thanks for the info! Send us a DM and we can continue from there. https://t.co/GDrqU22YpT,other_general
"@AppleSupport It’s still not sorted tbh. I wouldn’t mind not using the touch id for now, but iOS 11.1.1 plus @116329 is a pain to use these days. #hardfact",@691081 Thanks for trying. Send us a Direct Message to continue there. https://t.co/GDrqU22YpT,other_general
"@AppleSupport I would, if only the damn apps but stop crashing… Fail!!!",@405409 Are you having trouble with the Twitter app? Make sure you have the latest version from the App Store. https://t.co/GDrqU22YpT,device_troubleshooting
So when is this “I️” problem gonna be fixed? @115858,@626067 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
@AppleSupport Mr. Robot is not working on Apple TV ITunes,"@503043 Thanks for reaching out. We'd like to get you in the right direction, for help with Apple TV reach out to our team here: https://t.co/IBIY3vMgPj",device_troubleshooting
@AppleSupport apps keep crashing after updating ios,"@667222 Let's work together to figure this out. Do you have any app updates available? To check open the App Store and tap Updates. Also, what's the exact version of iOS that you're using?",device_troubleshooting
"If @AppleSupport can figure out why we type the letter I️ (eye) and it makes a hot mess on the keyboard, thatd be good",@311855 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport What is the official recommendation for iPhone rebooting every minute after the time hits December 2, 12:15 am?","@245229 We are here to help. Let's take a look at the steps in this article. https://t.co/osZOKKTalm
DM us if the issue remains. https://t.co/GDrqU22YpT",device_troubleshooting
@116333 My iPhone hasn’t worked correctly since the last release and It has the original screen.  I’m disappointed in the release quality.,@692040 We'd like to help. Send us a DM and let us know specifically what seems to be going on. We'll work from there. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport @115858 @AppleSupport @115858 It's really disappointing that my case was closed without informing me while my iPhone ain't working from two weeks now,@187278 We're happy to look into this with you. Please join us in DM to get started. https://t.co/GDrqU22YpT,other_general
@AppleSupport 6s battery dropped 50% after two hours. what's up with that,@557591 That's not the type of battery life that we'd want you to have. Click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,device_troubleshooting
"1) Voici la distance à vol d’oiseaux de chez moi à Vivonne.
2) D’après mon iPhone je suis à Iteuil.
3) D’après mon Apple Watch je suis à Vivonne.
@AppleSupport aidez-moi ! https://t.co/D1dJkNje5J",@149289 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,other_general
When will Apple fix this problem with the music player? @115858 https://t.co/YDRamjOvID,"@662074 We appreciate you reaching out to this evening. So we can look closer into this with you, can you let us know which iPhone and iOS version you're experiencing this issue on?",other_general
@AppleSupport my iPhone 6 is glitching up like crazy after ios11. Can’t open apps without my phone freezing. What do I do?,@609805 We'll work with you to get your iPhone back up and running as it should. DM us the exact iOS version and we'll go from there. https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport Hi! Where it’s place in the screen. Unless this is a new thing which needs some getting used to. Before ios11.1, it popped in the center.",@470012 Thanks for the clarity! This is normal and something you'll want to adjust to on iOS 11.1.,device_troubleshooting
@AppleSupport DISGUSTING SUPPORT.  WAITED 6 WEEKS FOR HELP !!!!!,@650610 We're here to help. DM us what's going on and we'll work together towards a solution. https://t.co/GDrqU22YpT,other_general
@AppleSupport followme so i can dm u,@361647 You can reach us in DM though the link in this message. https://t.co/GDrqU22YpT,other_general
@AppleSupport I am running iOS 11.1.1,@143483 Thanks for letting us know. Please DM us and we'll continue this conversation there. https://t.co/GDrqU22YpT,other_general
hey @115858 I bought my iPhone 8 a week ago and my phone has died overnight while charged at 50% two nights in a row 😶😶,@192938 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,billing_subscription
"Ok @115858 we get it, you have a new phone and all the old phones are out of date but can you please fix the I situation","@666555 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",other_general
"Hey @115858 I’m guessing you already know, but your new software update is crap. Fucked up my cell, every single app now is super slow. Thnx?",@552860 We want your iPhone to work for you as you expect it to. Please let us know in DM the version of iOS 11 you're using. https://t.co/GDrqU22YpT,device_troubleshooting
@115858 @AppleSupport when trying to download something it says my billing info is incorrect yet it’s the card I always use 😵,@471277 You may see that message for a reason such as this: https://t.co/U96y4MTG7k DM us if you still need us. https://t.co/GDrqU22YpT,other_general
"@AppleSupport I have plenty of storage space with a good internet connection, and i also retried installing the update. Once again, DMs are open, Thanks!","@448112 Thanks for keeping us posted. Please send us a DM, we'll continue with this there. https://t.co/GDrqU22YpT",other_general
@115858 I️ swear I’m gonna throw my phone at the wall &amp; get a flip phone if you don’t fix the fact that my iPhone keeps quitting the messages app when I’m in the middle of writing a text!!!!!!!,"@670148 Let us help. How often does this happen? Send us a DM, we'll continue there. https://t.co/GDrqU22YpT",device_troubleshooting
@AppleSupport Why is this suddenly appearing in my text box??? https://t.co/yWKdUkkSQw,@517297 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/tqme2m68En,other_general
@115858 You need to fix this “I.T” problem,@250262 Let's get this figured out. Have you recently updated your device? Please DM us. https://t.co/GDrqU22YpT,other_general
"@AppleSupport iPhone 7 Plus is getting hot, how do I prevent this?",@275246 We've got your back. Let's check out what could be causing this. How are you using your iPhone when you notice that increase in temperature? Based on that we can provide further info.,feature_howto
"@AppleSupport Hi this is my brand new MacBook Pro 3.1 Ghz touchpad and this is from closing the laptop, very disappointed in my purchase!!! https://t.co/szyflSNn7j",@174012 We'd like to look into this a bit more with you. Could you join us in DM with more details? https://t.co/GDrqU2kzhr,other_general
"@AppleSupport Confirmed. Maybe because I keep adding the robocall numbers to existing contact “Illegal Spammer” that, contact is blocked, now with 20 phone numbers?","@165252 Correct, it's possible if they were added to the same contact. If there's anything you need, let us know we'll be happy to help.",other_general
@AppleSupport my phone keeps autocorrecting “I” to “ I️ “ and it’s really annoying,@449592 We want to help. Please DM us what iOS version you have and we'll continue support there. https://t.co/GDrqU22YpT,device_troubleshooting
Really been glued to my charger since the update. Wtf @115858 🙄😤 https://t.co/YQIYaDaom5,@572915 Let's work on it together. Please join us in DM and let us know if you have the message described here: https://t.co/KyywFa9iZ3 https://t.co/GDrqU22YpT,billing_subscription
"@115858 @AppleSupport I'm facing an issue on my Apple watch, with the chronograph app, when I stop it, with the seconds hand on the white number, in this case the 50, it shows the number of the previous second, as you see, 49.#bug #applewatch #apple #time #cronograph #watch https://t.co/74GZgXaP9A","@249920 Let us look into that together. Please send us a DM, we'll pick it up from there. https://t.co/GDrqU22YpT",device_troubleshooting
"Updated the IOS on my iphone 5S and, just as others warned, it seems to have halved the battery life. Bad bad @AppleSupport #notmynextphone",@230280 We are here to help. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport can u DM me please and explain why my phone has deleted ALL my photos despite not changing any settings,"@376290 We've got your DM's, and we look forward to working with you there.",device_troubleshooting
@115858 @AppleSupport My phone now has a very irritating glitch that appears to holds down an app &amp; freezes my phone. I have to restart it at least 5 times a day😤,@596535 We want to help. Let us know in DM some more information about the issue you're experiencing. We'll go from there. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport Let me show you a screen shot. Why does my iPhone do this when I type I?? https://t.co/viomjJOyeS,"@270256 Thanks for that screenshot! Is your iOS up to date? The latest update is iOS 11.1.2. If not, go ahead and backup, then update and see if this continues. DM us with any questions! https://t.co/GDrqU22YpT",device_troubleshooting
So the battery in my wireless keyboard is stuck @AppleSupport...how can I get it out??,@297114 We can help! Give the steps in this article a try and let us know how that goes: https://t.co/t4ie3hARl3,device_troubleshooting
@AppleSupport Since upgrade to iOS 11 all my apps update every time I use them. Now on iOS 11.3 same issue. iPhone 6S.,"@543062 We'd like to see how we can help. Can you provide us more details on this issue, along with an example of what happens, in DM? https://t.co/GDrqU22YpT",other_general
Is it just me or did iOS 11.1 messed the emojis up? I’m seeing question mark boxes everywhere  @AppleSupport,@499248 Are you seeing this issue with your iPhone keyboard? Let us know in DM. https://t.co/GDrqU22YpT,other_general
"@AppleSupport my macbook pro won't turn on but i can hear it try to start up but it can't. Tried doing the shift, cmd, opt, power thing and nothing is working",@686590 Let's see what we can do to get this resolved. Sounds like you reset the SMC on your Mac. This is a great and important step for this issue so we want to make sure you followed our recommended steps. Did you complete the exact steps here: https://t.co/FYojVXZ5nV,device_troubleshooting
@AppleSupport it says that my billing information is invalid when it clearly isn’t? I can’t update any free apps! https://t.co/W1dt6au47d,"@754084 Let's make sure you're able to update and download content in the App Store. Check out the steps listed in the following article to start: https://t.co/U96y4MTG7k

Reach out to us via DM if you're still stuck. https://t.co/GDrqU22YpT",other_general
Is anyone else having battery issues on iPhone since IOS11 update? @115858 #iphone #apple #ios11,"@510314 We've received your recent DM, be on the lookout for our response there. Thanks!",device_troubleshooting
@115858 fix your damn I️ problem,@597554 You ask; we deliver! Just visit the link for a workaround for the auto-correct emoji problem https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport Am using iPhone 7,@523928 Let's take a closer look. Here's a link to DM us. https://t.co/GDrqU22YpT,other_general
So @AppleSupport when y’all fixing this “I” and please don’t respond asking me to DM so y’all can help. Just send the patch out already.,@360318 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_general
@AppleSupport What do you mean by DM ??,"@753655 Click on ""Send a Private Message"" to send a Direct Message. https://t.co/GDrqU22YpT",other_general
"@AppleSupport Tried it several times, can’t get into safe mode. I just type in my passw and then see a loading strip which does nothing....and that’s it","@734352 Are you receiving an error message when attempting to boot into Safe Mode, or are you still unable to power off your Mac computer? Meet us in a DM, we'll continue with this there. https://t.co/GDrqU22YpT",other_general
"@AppleSupport since update 📱 is bugging out ,screen rotating when screen orientation is 🔒 ,app icons  highlighting like pressed #pleasefix",@292306 We'd be happy to assist today. Send us a DM to get started. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport @115858 I need to know just 2 things. Has the #Iphone10 a #Backbutton ? Can you place the cursor anywhere in a word without a long press?,@520033 We're here to help. You move the cursor the same as before. The keyboard is still the same. https://t.co/L2Qp1hJ1RT,other_general
@AppleSupport with the last update my 6s keeps crashing down. Lot of bugs and lagging. It was perfect before.,@675118 We are here for you. Let's take a look at this further. Reach out to us in DM. https://t.co/GDrqU22YpT,device_troubleshooting
Why do purchased albums on iTunes disappear from my library? @AppleSupport,"@231164 That's not what we'd expect to happen. Let's look into this so you can enjoy your music. First, take a look at the following article and make sure they're not hidden: https://t.co/jjLUETEY0J",other_general
"@AppleSupport message function isn’t working. If I click on ‘message’ directly from a contact, it just takes me to ‘messages’ but to compose",@570654 We'd be happy to look into this with you. Could you please send us a DM so we can gather some info and get started? https://t.co/GDrqU22YpT,other_general
@115858 @AppleSupport the new update kills my phones battery y’all suck,"@366420 Let's look into this for you. How long does a full charge usually last on your device? How often do you end up charging your iPhone in a single day? Also, can you verify the exact iOS version you are currently running by going to Settings &gt; General &gt; About?",device_troubleshooting
"@AppleSupport my home screen randomly rotates, even when I have portrait lock on. Solutions?","@178753 We're happy to help. First, which iPhone are you using? Second, which version of iOS are you on? Thanks!",device_troubleshooting
@AppleSupport It used to happen automatically when connected to BT. Now I have to go to maps manually.,@425112 Let's take a closer look together. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT,other_general
@AppleSupport Yes.. when the microphone is on I hear my own voice on the recording when it’s off.. silents.,"@159397 When you create a screen recording with it turned off, it should only record the sound in the app that is being used; i.e. if Music is being used, it will record the music being played until you go to another app. If you turn on the mic, it should record everything.",device_troubleshooting
Streaming @115948 to Airport while running a VPN client causes my connection to dropout every few minutes. iOS 11.1 beta 5 (build 15B93). No other way to report cause feedback app is gone too ;-( @AppleSupport,@210813 Let's take a closer look into this together in DM. Send us a message and we will follow up there. https://t.co/GDrqU22YpT,other_general
@AppleSupport fuck omg I did**,"@498946 Thanks for trying that out for us. Next, let's meet in DM. https://t.co/GDrqU22YpT",other_general
@AppleSupport Where is this in my settings? I can’t find it! #fustrated https://t.co/vsaToJYjvo,@180030 Hi there! Which app are you using when you get that message?,feature_howto
@AppleSupport Yeah,@206942 Which iOS version is installed here: Settings &gt; General &gt; About &gt; Version,other_general
@115858 bar on top when I swipe to camera from notifications @AppleSupport https://t.co/21tGfIQbyT,"@129051 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",device_troubleshooting
The ios11 has made my phone operate a lot slower than usual @AppleSupport,@378276 Let’s look into this for you. Send us a DM with more information and we'll continue there. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport FIX MY FUCKING PHONE WITH THIS DUMB ASS UPDATE I CANT SEE THE LETTER “I” NOW. IM NOT BUYING THE X SO FIX THIS NOW.,@492505 We'd like to offer some guidance with this. Check out these steps for help with what you're seeing: https://t.co/gKAEL4wRnw,other_general
"@116333 What happens to technical support in Brazil? They lied to me! Of all the companies the only one not expecting this was @115858 . @AppleSupport Brazil fail! repair number D251464272. I am very very disappointed. But that's my problem, said Apple Brazil.",@231607 Thanks for reaching out to us. We're always happy to help. Send us a DM with more details. We'd be happy to look into this with you there. https://t.co/GDrqU22YpT,repair_order_status
@AppleSupport A mixture. For example The App Store crashed on me before and I had to restart my phone. Yes they are.,@699745 You mentioned earlier that you've had to reset the iPhone. Can you tell us the exact steps you took to reset it? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport i keep getting ""unable to make purchase from ITunes"" pop ups. why?",@497280 We'll help get you on the right path! Reach out to iTunes support team by clicking here: https://t.co/SDIe7UiyJN,other_general
Hey @AppleSupport what gives with the lack of seeing everything on Twitter &amp; Instagram correctly? https://t.co/oJgV8qnz4O,@248342 We'd like to better understand what's happening to see how we can help. Please DM us more details here: https://t.co/GDrqU22YpT,other_general
"Never rush a product to production. I'd rather wait an extra six months than have something with several issues. My 2016 MacBook Pro 15"" has ""sticky keys"" each time the device gets hot. Exporting a video in FCPX while typing a paper. Very annoying noise/feel. @AppleSupport","@668821 We know how important it is for your MacBook Pro to perform as expected and we're happy to help. To start, please DM us with the country where you're located and exact version of software you're using. https://t.co/GDrqU22YpT",other_general
This is a quality tweet that was ruined wtf @115858,@489687 We want to help. Take a look at this article for assistance with this issue. https://t.co/xU1AGHStV6,other_general
"@AppleSupport in 140 chars, gimme the reqs to make me eligible for AppleCare since my wife was told we weren’t eligible",@189367 We'd love to provide insight. Can you tell us which device you're looking to find out more about AppleCare eligibility with?,other_general
MY IPHONE 7 PLUS HAS BEEN CRASHING NON STOP SINCE THE IOS 11.1 UPDATE AND NOW WE HAVE THIS WINGDINGS GLITCH I️ AM FED UP @APPLESUPPORT https://t.co/be5Gdtv7St,@436311 We can help. Here’s a work around for the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,device_troubleshooting
"@AppleSupport My phone exits apps, my screen freezes, and my Touch ID only works half the time. None of which happened until I updated my phone.","@421031 Got it, thanks. So we can provide you with the best steps, can you let us know which version of iOS 11 you're using?",device_troubleshooting
@AppleSupport how do I update my stickers in iMessage? the bar shows I have 8 updates in the sticker store but can’t find anywhere to update,@328583 Please send us a Direct Message. We'll be able to assist you there: https://t.co/GDrqU22YpT,feature_howto
WHY IS THIS THE THIRD PAIR OF IPHONE EARPHONES THAT THE RIGHT WIDE WONT WORK! WHY @115858 literally got it last christmas!,@257417 Music is definitely better in stereo and we'd like to get you back there. Are we able to test the EarPods on any other devices to see if the right side is still an issue? We're wanting to be sure we isolate the EarPods and not your iPhone.,device_troubleshooting
@115858  iOS 11 very glitchy ! Both phone &amp; iPad,@543729 Provide us more details on what's going on and we would love to assist. Shoot us a Direct Message with the details. https://t.co/GDrqU22YpT,device_troubleshooting
E ai @AppleSupport ta afim de resolver meu problema?? Estou muito descontente!! A atualização trava meu celular e por estar fora da garantia tenho que pagar um valor absurdo e trocar de celular?,"@__DividI__ Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",other_general
@AppleSupport Tried that. No different i’m afraid,@681630 Okay. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT,other_general
I cant play music whilst being connected to wifi why @AppleSupport,@354927 Hey there! We've received your DM and will reply to you there shortly. Thanks!,device_troubleshooting
lm using lowercase L’s as l’s until @AppleSupport fixes this question mark shit😑,"@668062 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",other_general
"@115858 fix the bluetooth audio routing on iOS 11.1 beta 3 please. 

AirPods + Watch Series 3 + iPhone 8

Two weeks to go for iPhone X.","@667468 Reach out to us via DM, then we can direct you on this from there. https://t.co/GDrqU22YpT",device_troubleshooting
@632404 @AppleSupport And sometimes it won’t let me close apps,"@632403 We want to make sure your iPhone 7 is working as it should. Go ahead and reach out to us via DM with more details, including which iOS version is currently installed. We'll look forward to hearing from you. https://t.co/GDrqU22YpT",other_general
"@AppleSupport I updated my phone, and it’s still acting up while it’s plugged up😭",@141849 Meet us in DM and fill us in in as much detail as possible on exactly what occurs with the screen touch issue when the iPhone is plugged in. Then from there we will get you taken care of! https://t.co/GDrqU22YpT,other_general
"@AppleSupport Apple Music, I’ve restarted but haven’t installed the newest update yet.","@178338 Not a problem, go ahead and backup, then update to the latest version iOS 11.0.2. 

Let us know if the issue persists.",device_troubleshooting
"sai de um iphone 5C, comprei um 7 achando que meus problemas tinha acabado, depois de uma semana de uso a desgraça travou e nem ligar mais não liga. Tentei atualizar, restaurar, nada adiantou. Me ajuda aê @115858","@795419 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",other_general
@115858 Update: it has only been 7mins and I’ve already messed up 5 times 🙃,@474169 We'd love to help you get back up and running. Would you mind sending us a DM so we can help? https://t.co/GDrqU22YpT,other_general
